CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
588,21.404274135210574,7,13032.963499533507,1,0,0,80387.88358302938,0,1,1
561,64.64388059219239,6,174927.40848590422,2,1,0,149975.16654789212,1,1,1
515,55.88151325444443,6,162835.99998114366,2,1,0,130646.96933336848,1,1,1
446,46.05176356583357,8,172772.7531386549,2,1,0,96338.82288732468,0,1,1
635,53.59523964271162,9,53541.37058688255,1,0,1,110211.43872493914,1,0,1
467,39.24176495099957,6,201715.34496260923,4,0,1,98473.0428186018,1,1,0
391,64.11842231693507,1,121472.63337088512,2,1,0,125409.97309163053,0,0,0
652,22.888319397245514,0,135969.34588086256,1,1,1,135178.02707541376,1,0,0
662,51.543233171456585,0,138371.88490376848,3,0,1,119657.00978641996,0,0,0
644,43.34294025560837,6,72707.5217524497,1,1,1,43655.12884092814,0,0,0
469,45.73105590607639,4,63410.818173513,3,0,0,68427.7818594259,0,1,0
655,69.41824579947084,3,1208.248807802361,1,0,1,121973.06757985608,0,0,1
490,27.16580999319369,4,100543.61180561902,3,1,0,127013.08540788465,0,1,0
721,58.330515761752224,9,122977.1413678967,2,0,0,101744.35545044349,1,0,1
306,81.75556656615277,9,188306.16232517175,1,0,1,112838.87873515591,0,0,1
432,41.49156228072012,5,16890.42010920659,3,0,1,42684.813180967525,1,0,0
330,65.81993687019217,9,234238.04914230193,4,0,1,68446.55493357146,0,0,1
834,25.26282959074306,5,66915.39516266376,2,0,0,89502.71659640862,1,1,1
725,23.810130574993625,0,92966.36723656814,2,0,1,147882.09278253315,0,0,0
693,69.16794880793465,1,12260.237445077484,3,1,0,123898.02673063238,0,1,0
662,53.453794997158695,2,165574.8395392065,3,0,1,45040.570074789095,0,0,0
736,54.359714611728094,3,179717.0950498409,1,0,1,65812.85025776394,0,0,0
381,28.864079696899882,5,235455.34167287606,3,0,1,48196.77806789563,0,0,0
655,68.59703331530166,10,85388.60680912192,3,0,0,39793.68158521787,0,0,0
557,83.13741339404488,8,65244.8484668303,4,0,1,35597.41182608034,1,0,0
823,73.70497975207637,1,184068.21963843645,2,1,0,145541.39531605877,0,1,0
594,31.724779983403707,7,179179.175669468,3,0,1,137862.363582251,0,0,0
523,83.29633005716967,8,237567.77747705844,3,0,0,82821.75456893705,1,1,0
824,58.51836392582901,1,52049.76739737031,4,1,1,91310.80241791974,0,0,0
345,65.61731953656528,8,178796.81931153694,3,0,1,129020.95748858758,1,0,0
412,50.506505203232436,6,16951.671587982382,4,1,1,104348.98674725328,0,1,0
532,73.33631047882315,8,121776.81549930807,2,1,1,115245.52919847304,0,0,0
316,26.691630926938103,5,30266.43203594962,2,0,1,122848.44302478984,0,0,0
659,77.60395585852352,1,165577.26744855032,4,1,1,82793.73845444013,1,0,0
522,35.80390723953509,7,152476.20696957115,4,1,0,146723.0758472212,1,1,0
747,37.02712675638693,9,12379.504520109474,2,0,1,101687.44627997724,0,1,0
664,40.113988112548725,8,81025.44707628955,2,0,1,102353.08271763928,0,1,0
625,76.82672604875651,7,100143.90438726751,4,1,0,38335.86773377404,0,0,0
766,27.805292239547242,1,62885.08593360098,1,1,0,148405.8375776268,0,0,1
713,75.9921559801838,7,9803.137946892844,2,0,1,29200.819524873797,1,0,0
754,62.55310313459043,2,80823.67391403353,2,0,0,148132.7256103997,0,0,1
532,38.42696506349287,2,200936.18836547434,4,0,0,138373.52607962565,0,0,0
523,44.110108275542174,8,91290.27806838146,4,0,1,131334.63531910413,0,1,0
711,57.61308971715977,8,81976.58934324846,4,0,0,107567.83025331536,1,0,0
634,54.198371976100056,8,238741.28300385975,1,1,1,99151.55160566364,1,1,0
521,80.57916592583153,3,10553.69055664983,4,1,0,149560.60227671493,1,1,1
336,70.07521845312645,6,194513.14881467543,1,1,0,146619.67320736742,0,0,1
577,79.91012553059304,7,122467.74746966358,4,1,0,125538.30087253192,0,0,1
495,73.4859830928884,4,239428.12794033732,4,0,1,31291.99187966929,1,0,1
783,73.06013057390871,0,99747.7008617845,1,1,1,68381.6596320522,0,1,0
541,54.742688507951,8,179493.89192650566,3,1,1,132570.61527909426,1,1,0
623,44.7471680375655,5,17729.124491116363,2,1,1,111327.64225998172,1,1,0
491,39.777803631932485,2,235450.57783849948,4,0,1,35860.54646010608,1,1,0
316,28.056640774853367,2,87344.07671152342,3,0,1,65272.31036774658,0,1,0
823,43.715943024341975,9,132838.97837607082,1,0,0,22525.3155430738,1,0,0
700,40.340573665607835,0,35106.096935153764,4,0,0,136064.42478053953,0,1,1
321,80.79587385266274,7,239705.8106226479,1,1,1,117110.68713079295,0,0,0
773,75.50685045833472,1,170602.9013230986,1,1,0,76661.91188271204,0,1,1
419,77.86100512602764,0,13676.078492539746,1,1,1,118850.4533275865,1,0,0
509,69.04074855594794,6,39346.04951179644,3,1,1,141344.8851824805,0,1,0
605,27.228558710483668,10,101360.83198772446,1,1,0,56385.920044612925,0,1,1
569,50.090261509181566,8,54953.031247054176,2,1,0,57156.189338428325,1,1,1
584,37.679417001657534,5,77224.8016750841,4,1,1,82744.69258917563,0,1,0
526,70.33205298209626,7,252871.2779876562,4,1,1,111896.95156961148,1,1,0
680,31.036888933909832,7,166972.24429224836,2,0,0,149094.86659377458,1,0,1
759,34.280114308044055,8,233788.8823747844,4,1,0,41181.08920247079,0,1,1
306,45.22569337284126,6,110478.06368284965,2,1,0,64477.62343827236,0,0,0
328,39.46391964691824,8,180061.73493643396,3,0,1,67247.1970946215,0,0,0
332,36.16099672757623,8,116534.83882026486,1,1,1,114357.11646122015,0,0,0
378,37.49580951638602,10,83207.31338186486,3,1,1,135257.7134733797,1,0,0
758,22.117270358033178,0,131614.1758462075,2,0,1,43893.367996810295,1,1,0
837,55.67675529328004,5,108326.46290331578,1,0,1,112774.54645191578,1,1,0
781,70.65772210903555,7,248574.19962793216,3,1,0,138250.8620487466,1,1,1
729,78.25015305632115,9,125781.79928071296,1,0,1,35768.43697008882,0,1,0
584,37.78594119953904,8,205623.08976104404,1,0,1,102557.79740823038,1,0,0
815,65.45731215443642,3,169043.59431807758,3,0,1,46309.92834610332,1,1,1
398,59.36233244337677,1,121588.99967226273,4,0,0,77348.31943895752,0,0,0
696,79.7127645381636,10,120200.49849583168,2,1,1,36485.13584334958,0,0,0
788,73.7348222644045,8,86671.6360242102,3,0,0,108870.49504856922,1,0,0
338,26.2916665400669,8,27120.667809813105,3,0,1,72178.79938829609,1,0,0
570,37.04681620159779,7,193038.023703034,4,1,1,93742.85020177445,1,0,0
456,26.884859105571003,2,232743.7202215493,2,0,0,88060.50217345111,1,1,0
374,42.58368026909234,4,55253.14389062488,3,0,0,110218.02436856658,0,0,0
429,72.69843767688727,1,234664.97608216113,1,0,1,136425.1841792675,0,0,0
383,73.88880304566418,2,58890.812075689195,2,1,0,56367.41399033461,1,1,0
321,60.220576740106296,0,134378.91503263722,4,0,0,97371.68579836276,1,0,0
758,57.603118987471134,3,87110.67998739405,3,0,0,94589.62923427449,0,1,1
838,55.796330992760765,4,29028.81165284041,1,0,1,60968.891492219824,0,1,0
681,50.10977353899073,1,13394.913083805091,2,0,1,84946.20011441567,0,0,0
739,27.81880713506618,2,92618.00817414702,3,0,1,25258.912573524583,0,0,0
320,28.411223923149095,5,12002.014657428634,2,0,1,75501.29933201717,1,0,0
602,71.11549904370978,5,26417.09126684521,1,1,0,55168.4951956756,1,1,1
383,57.0182690559326,6,36073.47314595625,1,0,1,132316.8345125377,1,0,0
752,26.319925643843074,8,485.645476103096,2,1,0,66512.9194581138,1,0,0
686,62.4758312798443,3,38850.5534633358,1,1,1,44987.26447179289,0,0,0
806,40.60259626175688,4,146344.3520984024,1,1,1,88857.2593067518,1,1,0
556,49.05398848615613,10,207755.0833060048,2,1,0,125425.3781892502,0,1,0
826,86.46945910752693,1,49035.904231627464,2,0,1,66025.94865280774,1,0,0
461,29.491089194445117,5,20501.794392988555,4,0,1,130087.95340864536,0,1,0
462,49.4284441852499,3,184937.1652642837,3,0,1,62396.84248747604,1,0,0
823,37.82499178604646,4,2069.3068359800036,4,0,0,115627.7442985495,1,0,0
570,50.70580246647694,6,186115.44269622784,4,0,1,34982.65307500768,1,0,0
791,33.170985289148206,5,33239.17474190332,4,0,0,28086.071713878195,0,1,0
507,79.40484294769283,7,57871.92675764568,4,1,0,115884.8677439784,1,1,1
838,37.10208035651769,5,30438.597358046205,3,0,1,67891.76781641043,1,1,0
359,28.436404958926175,9,62702.02516256857,2,0,1,71089.385639833,1,1,0
729,37.86165146370972,7,202343.41669809123,1,1,1,94639.84411790998,0,1,0
608,40.40139038629556,3,33600.89649643396,1,0,1,148293.12078567076,0,0,0
819,39.43791166159722,6,252028.2322588714,2,1,0,42296.27423068971,1,1,0
326,45.664846191810724,2,82921.6697981713,2,0,0,58981.03021312639,0,0,0
498,74.33188017452291,0,233725.63818649785,2,0,1,104331.47471406884,1,1,1
686,92.73692897602886,8,48174.7705069741,1,1,1,111125.22973285487,0,0,0
648,38.46097970147263,8,47633.390512770784,4,0,1,111798.88367419856,0,0,0
835,39.0484779611653,5,143316.71524543225,4,0,0,97402.68485728024,0,0,0
677,64.97798925810629,1,12827.490245518244,4,1,1,96476.90237023824,1,1,0
826,63.13251002383233,7,203060.07144866494,3,0,1,39253.90344261048,1,0,0
452,80.18581901617179,9,111445.66951515495,4,0,1,128501.29848100156,1,1,0
505,50.99180168709491,5,177251.4010308573,3,0,0,21156.455458357144,1,1,0
754,86.02254898804718,6,44270.53612891173,1,0,0,74285.04388881216,1,1,1
572,66.24168409899292,0,162842.26927423658,3,1,1,48003.20273217094,0,0,0
535,33.42225528651818,2,150601.23986354194,2,1,0,33564.18868550844,0,1,0
820,43.68737246026804,0,191565.63385523876,2,1,1,61533.80463891568,0,1,0
800,64.53676326253476,9,75393.39484650067,1,1,1,105434.348070994,1,0,0
416,75.76249240706744,0,236564.2732210875,4,1,0,84620.7783408871,1,0,1
685,55.438211035452774,10,243696.82608062206,1,0,1,133558.36204359625,1,0,1
643,33.156190610245375,0,220075.66145045141,2,0,0,97959.10909524249,1,0,1
694,35.44460528954971,3,145014.72812455782,4,1,0,52907.42468197333,0,0,0
363,67.45378470827058,6,106546.1392479954,2,1,1,86978.72288782072,1,1,0
371,73.33397781845633,6,14701.5006975084,1,0,1,49560.15449339854,0,1,1
573,58.07552625776722,4,240129.15010743839,4,1,1,43225.34176557558,1,1,0
619,38.164035565451,5,241283.50624621852,1,1,1,144152.66830477683,1,1,1
637,36.89478076787353,1,4737.65951988628,2,0,1,80844.26820518757,0,0,0
665,77.10578954040423,4,90473.59370848692,4,0,0,104657.05179568657,1,0,1
794,47.34827138603988,6,223095.63216741808,2,1,0,133546.19603464668,0,0,0
465,50.61717269091541,8,20496.579543291256,4,1,0,61883.09476491516,0,0,0
843,30.61079023527487,5,49831.00887275276,3,0,0,122573.28121453489,0,0,0
310,30.7881874869084,9,248101.8314230667,3,1,0,122547.50147228538,0,1,0
600,49.56087648810711,3,214793.88805542732,2,1,1,127121.54730047604,0,0,0
401,78.27066219501555,2,231214.74194544597,1,0,0,44630.39075515511,0,0,0
724,83.49169297807796,8,36037.18100658401,3,1,1,145169.2304519823,1,1,0
691,75.41317669682894,6,53570.135454830815,3,1,1,55721.568296286976,1,0,0
513,43.39626143549913,10,153477.5157962052,4,1,0,120985.92058173272,1,0,0
387,41.07227187654421,5,127194.29518429116,4,0,0,41099.76695064316,1,1,0
700,69.14985846069965,6,75672.78469413002,4,0,0,140149.51761326974,1,1,1
345,77.70142305550576,7,224061.47756026348,2,0,1,75619.88870217712,0,0,0
762,44.50875526291745,4,228508.58244577388,1,1,1,106924.9487456798,1,1,0
609,63.305446953374314,2,73944.02206987984,1,1,1,130524.93676493378,1,1,0
385,58.46540993988988,2,39484.55611123358,4,1,0,56710.24709609588,1,1,0
391,24.15597117751486,1,37796.01509986972,2,0,1,70569.48162669451,1,0,0
541,55.239495270958905,7,122805.31703216353,4,1,1,60740.59699310626,1,0,0
301,57.53017618005403,0,33695.807159647455,1,0,0,56773.16682436176,0,1,1
524,67.58113063997797,7,119995.19552538563,2,1,1,86339.18847354552,1,1,0
415,44.59069902675195,2,117103.6535777538,4,1,1,91076.84918208046,0,1,0
402,70.00391160453982,8,224128.3815476397,4,0,0,29986.95817470279,0,0,1
493,45.23309919008902,10,75091.50497105926,1,1,1,107528.07185724496,1,1,1
465,52.928057407795386,1,142129.4837329035,2,1,0,74600.17056121561,1,1,0
389,45.53102495921772,9,188482.6334701797,1,0,0,135638.81421478093,1,0,1
421,41.228182458987064,8,151068.74296876896,2,1,1,135117.9141955878,1,1,0
442,80.42020004480072,5,241863.15098285335,2,1,1,113612.06183868238,1,0,0
405,80.23687943420822,0,152681.73009511826,4,1,0,130991.8144406716,0,1,0
727,32.73360206776958,4,228628.63410052666,1,1,1,139926.83129285293,0,0,0
604,27.930467243620246,9,62123.58039865066,2,0,1,95052.75313977111,0,1,0
616,55.27477822958859,8,142154.9140979907,3,1,0,146347.826691991,1,0,0
308,66.1172971007818,5,137732.01144810152,4,0,0,144201.85198068936,1,0,0
372,40.780059726285195,6,250833.32004559506,1,1,0,34284.746391697954,1,1,1
658,23.879542517623218,3,51843.84068161181,2,1,0,87958.15473769193,1,0,1
522,82.64672039994298,0,35742.85390289614,4,1,0,34880.77036299852,1,1,0
715,53.9337974219197,4,155063.32892604926,1,0,0,108937.36344434772,1,1,0
669,39.375668381322264,1,56707.5883765135,1,1,1,119485.85216432632,1,1,0
563,63.06714122529719,7,162030.53763931463,4,1,1,135008.13561123746,0,1,0
617,51.69759766329404,3,246533.0704554648,2,0,0,104501.24000458608,0,0,1
383,50.20786714031433,0,239946.1670105413,4,0,0,79019.06081916954,1,0,0
617,23.40151517893214,9,58586.300792087866,3,1,0,40271.808525648026,0,1,1
410,54.71228578766747,6,43323.4695913201,4,0,0,36263.51762131615,0,0,0
550,33.93021769657583,10,142151.49539583942,1,0,0,83136.74752412521,0,0,0
682,58.41699786893046,1,148752.3184032889,3,1,1,128231.2012311831,1,1,0
306,49.04289246992477,2,167885.218902937,3,0,0,117593.43494995548,1,0,0
758,74.87167016822461,8,187973.35297270908,2,1,1,134504.22896942048,0,0,0
383,67.18922754521597,8,152347.05742371868,4,0,0,125428.72737295851,0,1,0
507,66.65916188093365,1,28330.20078566729,2,0,1,46710.652246423895,0,0,1
689,36.774695197121105,2,200310.80341055003,4,1,1,46042.17335788163,0,0,0
613,85.33460872241137,10,20158.18571771636,1,1,0,79541.72909356642,0,1,0
321,79.33312502425588,8,5068.291642511242,2,1,0,44850.2451906375,0,1,0
709,21.711055745187952,0,195113.96133071068,1,0,0,44371.65503329845,1,0,0
814,41.69174676707195,1,139012.60296809988,1,1,1,54811.26167152873,0,1,0
426,81.6440185635908,10,177098.0152385659,3,1,0,22933.73427710539,0,1,1
313,56.29287180403136,1,97029.23576156459,2,1,0,94274.5463673568,1,0,0
311,62.45565536125987,9,2812.027939319666,4,0,1,71558.88106034487,1,1,0
386,57.13648941616724,2,83914.80310940141,2,1,1,50861.45610091396,0,0,0
823,32.06536961998384,9,154166.71301981143,1,1,0,37449.10745993751,0,0,0
836,40.77336565295794,2,57217.37305960904,3,0,0,79260.5347996564,0,0,0
600,82.25337376655465,9,174363.4105974779,2,1,0,98254.59068232522,0,1,1
542,67.06276707576089,1,201386.44479777725,3,1,0,146526.05333763134,0,1,0
421,81.03071718073339,7,115159.99432357377,3,1,0,52997.10260371771,0,1,0
446,55.269032564083794,7,222001.7304306205,1,1,0,23423.538146454863,0,0,1
655,60.11906024466966,7,216702.2281558278,2,0,0,115681.96388883454,1,1,1
608,60.41149872461662,1,222594.08942998992,2,1,1,50572.04487629986,0,1,0
587,62.3391285609865,8,167577.70474705187,2,1,1,82954.27617169003,1,0,0
606,28.63438083389742,10,77266.23241086028,3,1,1,125069.27591299264,0,0,0
848,77.42336893855489,6,122000.70695323624,4,1,1,24806.990877595195,0,0,0
651,54.197913915620596,4,180119.62713829987,2,1,0,38397.50333858798,0,1,1
611,45.72019460760865,6,53379.420476755615,1,0,0,32762.88639301772,1,1,1
358,42.34807176991849,7,187302.21353938314,3,1,1,50384.42912459107,1,1,0
334,64.6318758393098,8,138944.45834794606,4,1,1,42494.14488527547,1,1,0
744,77.17970379770304,1,24341.12078976319,2,1,0,61158.23744619088,1,1,0
392,50.62915063136984,5,141276.14483299915,4,0,0,117019.59769497512,0,1,1
506,49.68764348781535,8,16928.23763374394,3,1,1,25504.686847303983,0,0,0
652,30.02085244249634,5,3627.001016324903,4,0,1,29589.30495028106,1,1,0
631,50.88339594405477,1,225527.09702713983,3,1,1,93362.0977122945,0,1,0
458,32.898516621987454,0,124197.30430428377,4,1,1,87633.76799209778,0,0,0
323,78.38101390798568,2,137727.88649760655,4,0,0,81629.75953435176,1,0,0
703,29.43631629582151,10,70966.2650112942,3,1,0,87068.16151723545,1,1,1
815,73.98448906709056,4,137589.74135642007,4,1,0,116465.05555298066,0,1,1
663,29.452131858439486,6,42809.444003993376,1,0,1,94894.82500154828,0,1,0
681,58.274900842463424,9,189026.64314852588,2,1,0,79406.50831817789,1,0,1
831,37.060536361392465,9,208725.01189736294,4,1,1,30627.62930360339,0,1,0
451,48.00898649252462,2,216970.74696557783,4,1,0,146720.2448165224,0,0,0
719,37.85619979641813,8,27037.241044990966,4,0,1,51113.37428828531,1,1,0
549,37.583971911491695,9,141394.80483670632,2,0,1,132990.52884837228,0,0,0
416,57.2420331947544,3,205024.26421360925,3,1,0,69267.10198281237,1,1,0
811,80.42168858135143,9,32503.814073777667,2,1,0,108911.74393394597,0,0,0
634,74.22747369053491,1,25229.655690665262,4,0,0,79036.8627099994,0,0,1
717,47.022832754022666,2,207100.7497089213,3,1,1,66041.15772786451,0,0,0
594,74.15314091108326,4,201978.39166442113,4,1,1,99859.65662288976,0,0,0
670,46.34605992143558,2,113746.97984148569,3,0,1,89693.83409466146,0,1,0
485,73.92934405609822,4,27812.58076993426,4,0,0,50216.212905184046,0,0,1
545,25.022299912964627,3,130840.98136280419,4,0,1,63711.43385592088,0,1,0
567,43.083875545382654,10,100085.48812713652,3,1,0,24468.982523294413,0,1,0
536,37.13290834309194,9,131455.5524182663,1,1,1,45165.87172896906,0,0,0
829,61.257216689928285,2,111516.63922429051,2,0,0,63658.29123326097,0,0,1
320,38.03101063707497,5,144122.54655197152,3,1,1,146375.77024896198,0,0,0
819,73.49878150900037,7,184332.6822282349,2,1,0,88521.56151953152,1,0,1
399,63.70547855047584,3,196432.63196986643,1,1,0,111103.50894236956,1,1,1
777,71.051127756,8,164521.7163784108,1,1,1,107568.04761421603,0,0,0
597,73.09270164966014,5,50432.89559202064,3,0,1,147515.43075170863,1,0,0
825,40.42557047503938,4,100673.58082139131,1,1,1,92236.48631275137,0,0,0
633,31.532939632601426,2,18055.810293107166,1,0,1,96114.27554876852,0,1,0
301,48.81855528342585,4,114502.58140783248,4,1,0,59009.12297147001,0,0,0
674,45.83113265260774,4,245988.11197684793,4,0,1,101395.31867550872,0,0,0
592,34.61066115379027,3,162683.41065791744,1,0,0,118504.1748536646,1,0,0
617,81.55157339129654,5,39195.39912664651,4,1,1,33422.939486892734,0,0,0
801,73.79498816253708,2,68086.39387510148,1,0,1,82416.21482608131,1,1,1
680,40.03298863329591,9,16369.889885044184,4,1,0,74847.02649996869,0,0,0
313,57.0606938431964,0,46243.250401247,1,1,1,34765.984966157346,0,1,0
803,40.71471568955337,6,123671.41151753793,1,0,1,64367.41240000927,0,0,0
530,30.18659444844947,6,87423.60565627318,2,0,1,89573.22322074808,0,1,0
383,77.14606245694057,3,51705.93370861369,1,0,1,104483.0189130014,0,0,0
429,53.766195595290604,8,37163.766098980115,2,0,1,57556.27010452389,1,0,0
444,73.27942726421536,1,166318.8089357008,3,1,1,81918.94689063891,1,0,1
327,54.71853728767449,0,141483.01942226972,1,1,0,115430.33095778394,1,0,1
365,63.352871024688554,2,213615.4594558276,1,0,0,74892.20725894127,1,1,1
462,46.06900690352923,6,46455.94189345933,2,0,1,142300.50515978847,1,1,0
528,42.41898412816031,8,214970.49335119317,1,0,0,23991.80076052285,1,0,0
560,38.248230519332175,1,146504.69347537056,4,1,1,53829.54360350597,0,0,0
748,70.91115912201892,5,67489.51963892458,2,0,1,37340.86083285582,1,1,0
723,47.75195038509388,2,69347.71451241289,2,1,1,90367.78738626036,0,1,0
759,75.11659419782467,4,98964.2735984604,4,1,0,43058.55603602048,1,0,1
600,76.22510163017456,8,116645.60236627392,1,0,0,116439.2554304814,1,1,1
602,70.91898008798901,2,20915.640194314703,3,1,1,139385.5024168169,0,1,0
586,75.19645054306184,0,213452.9241337459,3,1,1,46935.95522839806,1,0,0
694,38.60624002505625,4,30811.54674192694,3,1,1,137879.2039937409,0,1,0
309,24.404123200526307,0,122560.59317387146,2,0,0,102128.17951296072,0,1,0
569,23.051116452557693,7,97085.23779859795,2,0,0,45502.18409762112,0,0,0
660,31.275056107352654,6,129868.50890261869,4,1,1,115750.91219849754,1,0,0
556,44.52572569548727,10,224983.28515072307,1,0,1,31813.577864648585,1,1,1
432,46.2241084666338,1,250741.10162781732,4,1,1,109979.26928907052,0,0,0
575,28.340725798850144,10,5138.940692317064,2,0,1,131963.9718306471,0,0,0
812,71.86796876819851,8,99689.06147313057,3,1,0,143548.8826122955,1,1,0
612,34.66115092804556,4,207270.2275051783,1,0,0,27089.045257735637,0,0,0
583,33.38819952739211,6,82796.2100974925,3,0,0,28051.62646675829,0,0,0
420,34.22349471420943,3,164535.4001137973,1,1,0,140952.63548335,1,1,1
406,32.395102962818996,0,251544.93873513755,3,0,1,122647.03438658635,1,0,0
503,46.11240603253869,7,163961.23472908998,1,1,0,120654.7316712786,1,0,0
464,36.481125779914855,0,28187.82447766914,3,0,1,116540.82480967486,0,0,0
604,73.12366343381045,2,213689.3935224055,4,0,0,113252.85006937545,1,0,1
796,78.17210222401678,5,245054.70437424578,2,0,0,99718.97417970296,0,0,0
455,31.243600607766172,7,180626.0768391689,4,0,0,125656.2057885341,1,1,1
666,73.78274456394139,7,106236.81705419192,3,1,1,24442.41210127923,0,0,0
550,27.465733872936354,1,240426.35543021635,1,1,0,116239.27411128256,1,0,0
633,82.75569617343918,8,245540.0637870653,4,1,0,95779.27499034628,0,1,0
810,31.881303197720367,3,237058.90866098687,3,1,0,137969.6819281956,1,1,1
592,60.80613656444775,3,104399.1180054965,2,0,0,141728.5993002624,0,1,0
319,59.63361533087234,1,200196.64994099207,1,0,0,51372.96607843031,0,0,0
581,63.06242441290917,0,165839.23451189697,4,1,0,122629.81108118064,1,1,1
300,27.730452227693792,9,45556.94932221069,2,1,1,144409.83454881015,1,0,0
418,71.54166117804645,6,135756.92986551276,3,1,1,54664.43717552481,0,1,0
334,70.04392983001597,10,189545.11922909052,1,1,1,130641.01660022153,1,1,0
497,64.94237425026,9,227120.29045869448,3,0,1,96248.85544210993,0,0,0
784,32.011542653176974,2,218674.972641539,1,1,0,71349.37415453768,0,0,1
358,68.28806045761654,3,39207.05679156568,2,0,1,127069.22174471352,0,1,0
460,37.974895502895244,10,123719.98427613087,2,0,1,133138.87799141463,0,0,0
505,32.40925677753722,8,121244.58270579748,2,0,1,56744.084870380495,1,1,0
311,74.60477958389697,5,227836.3942767914,4,0,0,123280.18506881918,0,0,0
789,60.334470254826385,0,491.1219833430643,4,0,0,26455.992689063976,1,1,0
575,58.98162497620039,8,187269.26478468525,4,0,0,74296.1357560584,0,0,0
541,27.94088076738572,8,156830.13247742972,3,0,1,29072.084187747227,0,1,0
515,55.282045851431235,4,233625.08392999548,4,1,1,58198.63303853052,0,0,0
550,73.42688194926328,7,115831.87786008154,1,1,0,143547.4427913247,1,1,1
425,71.68757894885488,6,166724.70779285382,2,0,0,115515.86826936726,1,0,0
516,54.96717213312343,10,246598.46060723905,3,1,1,118227.9374938753,0,0,0
605,54.84378173560858,7,188585.0247165484,3,0,1,37483.22974593514,0,0,0
484,47.36190835745917,8,17082.32846806814,4,1,0,95229.16752422288,0,0,0
338,61.28183316522893,1,42470.97598645213,1,1,0,70548.60543930356,0,0,0
522,34.303616403281424,9,208243.84050415334,2,1,1,115443.4200951068,0,1,0
483,38.13701652833198,4,84873.10928771945,3,1,0,40421.14222428311,1,1,1
794,45.685131571047265,7,178955.38505305746,2,1,0,56649.76255875895,0,0,1
726,71.1499052337005,2,177410.41600940473,1,1,0,136814.46068479674,1,0,1
477,20.022266663119378,10,251910.3237621277,2,1,0,42071.35015466901,1,1,1
727,57.646790227687916,10,119116.15939844072,4,1,0,102213.5614380467,0,1,0
593,78.99160712797004,5,187045.879963384,2,0,1,60969.74429452911,1,0,0
450,31.748265871097075,5,12359.209653630642,3,0,1,30645.087202828458,0,1,0
683,75.3026693371466,6,117270.1946406485,4,0,0,49078.71085349982,0,1,1
607,69.60903619242967,10,47325.131957212194,4,1,1,133023.21300377577,1,0,0
635,44.11085246147495,2,213091.0135936172,4,0,1,138371.44509137783,1,1,0
674,67.84873350385783,7,212922.88256752727,4,0,0,74578.36711817334,0,0,0
307,75.7224254763619,7,59920.103033455074,3,1,0,100717.12167711993,0,1,0
640,76.12222363430526,8,80687.6056549329,1,0,1,87664.75257010573,0,1,0
428,77.84858153948605,7,178083.2373074807,1,0,1,56360.22686664014,1,0,0
651,40.037934794478645,2,187155.79131950962,4,1,1,64823.39139152543,1,0,0
657,45.53460938280363,5,166714.40328920842,1,1,0,88486.66357675698,0,0,0
816,43.90436055062654,8,252669.35351417173,3,0,0,110397.06593483283,1,0,0
794,40.19204695701145,0,220217.52432186762,1,1,1,65481.30241254203,1,1,0
385,68.85356045907047,2,105727.46537358384,1,1,0,110858.93377152264,0,1,0
474,71.89237185766216,1,82890.98158612553,3,0,1,144927.5061969559,0,0,1
492,74.4951838401776,7,151305.76035361446,1,1,0,23192.430499213064,0,1,0
610,57.86497060598445,5,207276.76923949036,4,0,0,41298.81380263281,0,0,0
418,59.60520689537363,9,120503.03441413163,4,1,0,139115.25704374464,0,1,0
517,57.9589056574342,10,187010.45138856987,3,1,1,29304.062307189088,1,1,0
726,74.36168073587218,10,4857.209633748683,4,0,0,119456.07776847614,0,0,0
713,72.1567578601082,7,234707.2140387958,4,1,0,101117.17282178871,1,1,1
413,65.07615711021604,1,196172.74234909535,4,1,0,26201.117534494835,0,0,0
444,69.33322765711242,10,99930.05945291287,4,0,0,20094.570459329985,0,0,0
837,32.406235378736866,5,97349.92281212751,4,1,0,85259.88853072544,0,0,1
602,67.26832801842555,6,26082.555499120328,1,1,1,35254.90535398152,0,0,0
644,66.00811829017046,7,206900.91630614345,3,1,0,133388.02270089864,0,0,1
300,26.67110967773354,8,194853.1815902644,2,1,0,82500.70562171085,1,1,0
446,34.420141025301305,4,159772.8934819719,3,0,1,50477.71496662872,0,0,0
586,36.580491353142456,10,25719.955000549413,3,1,0,41866.63470602236,1,1,1
352,58.24701179811315,2,66505.44786722981,3,1,0,128650.4403351788,0,1,0
603,71.94921181905423,1,116338.1630765764,1,1,0,113436.03871133682,1,0,1
368,43.453016720567426,7,67425.8258784408,3,1,0,113335.16046295062,0,1,0
660,78.39736908964903,0,110015.55188178169,3,1,1,31089.87719970312,1,1,0
519,41.904458511646894,9,57281.88310140198,1,0,0,101187.31402702793,0,1,0
460,71.45295476261124,5,88626.27524930012,4,1,0,133032.73580701236,0,0,1
388,43.96617187284325,1,165362.013270933,2,0,0,119567.08176817276,0,1,1
458,70.80104611891753,2,226220.0366016266,4,0,0,35360.36917121974,1,1,0
788,58.472621371178676,7,97608.08340625344,3,0,1,143406.318042279,0,1,0
623,71.8575834769683,0,175403.77852583153,4,0,0,29065.46845327688,0,0,0
